event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 02:23:19 UTC,purchase,44000003,2100064855133258156,apparel.shoes,ersport,35.78,551281127,ff496fc6-6a01-4637-a24e-ab79b041e5ef
2019-10-01 02:43:16 UTC,purchase,28719171,2116907519078040377,apparel.shoes,salamander,137.71,515478960,16f9b619-2fb7-4bf4-a7f2-ef7b4611c904
2019-10-01 03:00:06 UTC,purchase,28717864,2053013565782098913,apparel.shoes,,122.27,523228475,5f15ac8b-045e-42b0-bac5-d5c9626fe565
2019-10-01 03:25:58 UTC,purchase,28715840,2053013565127787455,apparel.shoes,rooman,51.22,513272147,6e102fb4-3f45-4785-8c25-6f5b31219c75
2019-10-01 03:28:54 UTC,purchase,28715839,2053013565127787455,apparel.shoes,rooman,51.22,545400490,06574519-836e-4fab-bbe3-5704802cf978
2019-10-01 03:58:25 UTC,purchase,28715839,2053013565127787455,apparel.shoes,rooman,51.22,519035885,7b7e0d10-1f17-4536-af10-0b03bc03ac7a
2019-10-01 04:07:39 UTC,purchase,28719130,2053013565639492569,apparel.shoes,,151.61,526013663,ded8afed-eaf3-47ce-acfa-27f9f6cd80ea
2019-10-01 04:22:02 UTC,purchase,28716723,2053013565782098913,apparel.shoes,,84.69,514731895,eac8ccc9-61fa-4590-b9ee-4ce6e15fc6fa
2019-10-01 04:34:23 UTC,purchase,28717851,2053013565639492569,apparel.shoes,,167.83,544029004,4dcd2447-8f3f-4acf-8642-0afbbb3dc5cb
2019-10-01 05:00:53 UTC,purchase,28718695,2053013565639492569,apparel.shoes,respect,128.45,537724324,a4c82802-65dd-448a-a1ba-6504c45b5d12
2019-10-01 05:08:39 UTC,purchase,45600288,2116907524379639897,apparel.shoes,shagovita,59.19,520362850,96611b15-aeae-4125-bda2-f7924cfd353b
2019-10-01 05:57:32 UTC,purchase,28714755,2053013565228450757,apparel.shoes,respect,51.22,515335867,31b6b803-3fc3-4427-a601-4cbb23c4e7a8
2019-10-01 06:01:15 UTC,purchase,28713027,2053013565639492569,apparel.shoes,baden,118.15,519104241,63c58331-7341-4f3f-9783-125345b6d740
2019-10-01 06:13:19 UTC,purchase,28704454,2053013565228450757,apparel.shoes,etor,126.13,527557198,4c562214-3317-4e51-801d-0ee4783611b1
2019-10-01 06:27:45 UTC,purchase,28716944,2053013565228450757,apparel.shoes,nexpero,110.43,514184155,dad0239a-dfda-42cb-8a5d-4aae4cbcf04b
2019-10-01 06:56:10 UTC,purchase,28717615,2053013565782098913,apparel.shoes,,99.1,553407735,243ef8d2-fb92-4054-8740-20eb765c60ee
2019-10-01 07:04:14 UTC,purchase,28715684,2053013565228450757,apparel.shoes,greyder,97.81,518427651,6087efc9-2c08-4075-9ac5-19c88f613f62
2019-10-01 07:23:28 UTC,purchase,28715755,2116907519078040377,apparel.shoes,nexpero,110.43,541254534,ae75db2b-20aa-4b54-ad7e-cb6b3b0bead3
2019-10-01 07:24:06 UTC,purchase,28719076,2053013565639492569,apparel.shoes,baden,118.15,527358123,67edf4aa-bb1b-4ad9-83c5-bd4e05f1fac5
2019-10-01 07:35:59 UTC,purchase,44000001,2100064855133258156,apparel.shoes,genau,39.87,533479888,e35ca9c4-95b2-48b8-b64b-b29fadad41a8
2019-10-01 07:41:30 UTC,purchase,45600858,2116907524572577889,apparel.shoes,crosby,43.48,553398371,7d492335-5634-4cb5-ac02-760902a133d3
2019-10-01 08:27:17 UTC,purchase,28719189,2116907519078040377,apparel.shoes,,107.34,552729808,3355357d-8f16-4b87-9a6a-09150abeb3d8
2019-10-01 08:33:14 UTC,purchase,45600579,2116907524572577889,apparel.shoes,crosby,48.37,539556758,036268dd-e202-5d2f-0ae1-1cd8b32063c9
2019-10-01 09:17:19 UTC,purchase,28719200,2053013565639492569,apparel.shoes,salamander,146.46,539251936,fdc0799a-e753-484d-a89a-fab103b6b3a5
2019-10-01 09:20:59 UTC,purchase,28712538,2053013565639492569,apparel.shoes,baden,96.53,535100309,09701bc8-8f54-4496-9c02-fbe8023f1aa4
2019-10-01 09:32:26 UTC,purchase,28716722,2053013565782098913,apparel.shoes,,84.69,555506641,38b50275-6031-4e66-b519-e480d0669c1a
2019-10-01 09:32:42 UTC,purchase,28711857,2053013565748544479,apparel.shoes,tuffoni,82.11,514259127,e95789c6-a219-4e86-bcb2-cdb745c5ee37
2019-10-01 09:33:42 UTC,purchase,28714755,2053013565228450757,apparel.shoes,respect,51.22,523277834,9c9a0f8b-213b-4322-b764-0ebf55105798
2019-10-01 09:55:54 UTC,purchase,44000001,2100064855133258156,apparel.shoes,genau,39.87,518637161,453255e5-37ca-4fe2-a3a3-d6736cda6582
2019-10-01 09:56:16 UTC,purchase,28716201,2053013565639492569,apparel.shoes,respect,102.71,513324067,99012052-64f2-4a93-a9dc-f0aeaa9c8936
2019-10-01 10:05:00 UTC,purchase,28706797,2053013565228450757,apparel.shoes,respect,47.36,553551053,966ee480-9ec2-4f8c-9678-800f15c76fbf
2019-10-01 10:21:12 UTC,purchase,28719644,2053013565228450757,apparel.shoes,salamander,76.96,539423053,fc4d8d79-73b0-42e0-8241-c325ce7e1946
2019-10-01 10:23:02 UTC,purchase,45600222,2116907524572577889,apparel.shoes,shagovita,43.75,515498504,7a429ff7-cb9b-4720-b0ed-ce0522500c4b
2019-10-01 10:31:07 UTC,purchase,45600299,2116907524379639897,apparel.shoes,shagovita,59.19,535727659,51de92d7-ae4d-4858-8f9a-d60342a9ca4c
2019-10-01 11:10:20 UTC,purchase,28705361,2053013565127787455,apparel.shoes,rooman,23.68,553275837,d76ddc40-c0eb-4a87-b9a1-316dfb6cf124
