event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 02:36:06 UTC,purchase,2800403,2053013563835941749,appliances.kitchen.refrigerators,,204.33,516426855,788ec8fe-f198-4484-b911-ba5841c55c68
2019-10-01 02:39:58 UTC,purchase,2700920,2053013563911439225,appliances.kitchen.refrigerators,midea,810.81,512416959,4adbf59b-f0b6-4951-8829-12ad5a3f683a
2019-10-01 02:46:18 UTC,purchase,2701737,2053013563835941749,appliances.kitchen.refrigerators,,228.47,524890634,09da2c0e-55cf-4017-99eb-2fb64f550404
2019-10-01 02:46:42 UTC,purchase,2800591,2053013563835941749,appliances.kitchen.refrigerators,leadbros,190.48,532762473,6f7b28d9-676c-4840-945a-184bbf955181
2019-10-01 02:49:44 UTC,purchase,2800403,2053013563835941749,appliances.kitchen.refrigerators,,204.33,555465061,87515b74-457c-4272-8fcf-5739f0196b4e
2019-10-01 02:52:05 UTC,purchase,2701739,2053013563911439225,appliances.kitchen.refrigerators,midea,136.4,545053960,d36a86cc-b609-4b78-8040-389d39fd35b2
2019-10-01 03:14:41 UTC,purchase,2800382,2053013563835941749,appliances.kitchen.refrigerators,,283.12,531151535,a1548ed3-1187-4f52-b547-4da26e76be00
2019-10-01 03:19:06 UTC,purchase,2701639,2053013563911439225,appliances.kitchen.refrigerators,indesit,257.15,537600119,3bb5760e-d072-4ddf-a67d-5162a8b63328
2019-10-01 03:20:54 UTC,purchase,2700406,2053013563911439225,appliances.kitchen.refrigerators,,262.5,544097097,f9085968-9002-4caa-a80e-e796816beaaa
2019-10-01 03:26:35 UTC,purchase,2701657,2053013563911439225,appliances.kitchen.refrigerators,beko,257.04,518518709,0182b386-f17e-4816-9ddd-d3de0591a85a
2019-10-01 03:27:17 UTC,purchase,2701640,2053013563911439225,appliances.kitchen.refrigerators,,220.14,537600119,3bb5760e-d072-4ddf-a67d-5162a8b63328
2019-10-01 03:35:41 UTC,purchase,2701968,2053013563911439225,appliances.kitchen.refrigerators,,207.13,554415330,2bd2e19c-3e8a-4bbc-bac5-d7e989ede1a6
2019-10-01 03:36:05 UTC,purchase,2702522,2053013563911439225,appliances.kitchen.refrigerators,dauscher,177.59,515365023,3ca894d8-510a-484a-93e1-0dd557255695
2019-10-01 03:43:28 UTC,purchase,2700071,2053013563911439225,appliances.kitchen.refrigerators,atlant,226.49,550155322,8c523672-f633-4e8d-9a4d-16a2d04dfcb4
2019-10-01 03:47:59 UTC,purchase,2800403,2053013563835941749,appliances.kitchen.refrigerators,,204.33,547241350,5e86384a-c12a-48a8-bd62-9aaa0f10a02c
2019-10-01 03:49:41 UTC,purchase,2701657,2053013563911439225,appliances.kitchen.refrigerators,beko,257.04,550033400,27bd9dcd-5131-44ed-937d-343323fcc6f4
2019-10-01 03:52:08 UTC,purchase,2700614,2053013563911439225,appliances.kitchen.refrigerators,indesit,373.21,539272203,320d014e-e3b9-4f23-802b-ef53e8e34421
2019-10-01 03:57:22 UTC,purchase,2800605,2053013563835941749,appliances.kitchen.refrigerators,indesit,295.79,525782626,5dd8634c-dd3f-4c7c-a1e9-52e79342fe3f
2019-10-01 04:07:36 UTC,purchase,2700609,2053013563911439225,appliances.kitchen.refrigerators,indesit,310.37,518810528,f97fabf8-bcd6-47c3-9fdf-d9d2c1ea3a56
2019-10-01 04:09:54 UTC,purchase,2701385,2053013563911439225,appliances.kitchen.refrigerators,indesit,360.06,549384775,58da0a33-f999-481b-9239-fca79698d3ae
2019-10-01 04:19:02 UTC,purchase,2701657,2053013563911439225,appliances.kitchen.refrigerators,beko,257.04,554091017,f64e6751-9f5e-449d-8ffb-bc2065d07271
2019-10-01 04:19:59 UTC,purchase,2701419,2053013563911439225,appliances.kitchen.refrigerators,,167.56,518848844,012c798a-a30c-4a7a-bbad-c9e3e8f5a5db
2019-10-01 04:21:26 UTC,purchase,2800638,2053013563835941749,appliances.kitchen.refrigerators,,221.34,555472457,2de3a08c-00a4-4606-bb5a-f10f7c8d0321
2019-10-01 04:23:29 UTC,purchase,2700276,2053013563911439225,appliances.kitchen.refrigerators,pozis,239.21,554091017,f64e6751-9f5e-449d-8ffb-bc2065d07271
2019-10-01 04:23:54 UTC,purchase,2702481,2053013563911439225,appliances.kitchen.refrigerators,midea,144.12,555266852,835eaa7b-56e6-468f-ac1b-c705b1c30363
2019-10-01 04:23:59 UTC,purchase,2800638,2053013563835941749,appliances.kitchen.refrigerators,,221.34,555472457,2de3a08c-00a4-4606-bb5a-f10f7c8d0321
2019-10-01 04:24:52 UTC,purchase,2800476,2053013563835941749,appliances.kitchen.refrigerators,dauscher,172.18,529734944,52033edf-db58-44e3-82ab-6d267155135b
2019-10-01 04:27:44 UTC,purchase,2800329,2053013563835941749,appliances.kitchen.refrigerators,,393.81,548818394,c3c7dcc5-2bca-47e2-a930-5b9f14a695b5
2019-10-01 04:30:47 UTC,purchase,2800476,2053013563835941749,appliances.kitchen.refrigerators,dauscher,172.18,529734944,52033edf-db58-44e3-82ab-6d267155135b
2019-10-01 04:31:14 UTC,purchase,2800329,2053013563835941749,appliances.kitchen.refrigerators,,393.81,548818394,c3c7dcc5-2bca-47e2-a930-5b9f14a695b5
2019-10-01 04:31:25 UTC,purchase,2700614,2053013563911439225,appliances.kitchen.refrigerators,indesit,373.21,541965996,e309852b-fa89-48b6-80b8-224601c13359
2019-10-01 04:32:26 UTC,purchase,2800329,2053013563835941749,appliances.kitchen.refrigerators,,393.81,548818394,c3c7dcc5-2bca-47e2-a930-5b9f14a695b5
2019-10-01 04:32:38 UTC,purchase,2800476,2053013563835941749,appliances.kitchen.refrigerators,dauscher,172.18,529734944,52033edf-db58-44e3-82ab-6d267155135b
2019-10-01 04:33:45 UTC,purchase,2701423,2053013563911439225,appliances.kitchen.refrigerators,haier,669.23,515641726,6ac3363d-b8e6-4439-8283-dae810c2c00a
