event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 03:05:14 UTC,purchase,13201084,2053013557192163841,furniture.bedroom.bed,,120.98,530411208,e2d21ff5-03f7-4fe1-9fd3-fc889fe2b099
2019-10-01 03:22:33 UTC,purchase,13200149,2053013557192163841,furniture.bedroom.bed,brw,236.3,555471136,41a5fa34-bd12-473d-8a32-b03507ea6b81
2019-10-01 03:35:50 UTC,purchase,7101171,2053013555464110485,furniture.bedroom.bed,incanto,144.12,515219421,5de3ca5a-86e9-4431-bd36-d5d44ae2c8e8
2019-10-01 04:26:26 UTC,purchase,7100252,2053013555464110485,furniture.bedroom.bed,,66.9,512707332,90b4508f-8ba6-47dd-8a2c-d80312c32d42
2019-10-01 04:26:47 UTC,purchase,7101743,2053013555464110485,furniture.bedroom.bed,,97.79,512466443,730aef61-ad85-432b-b1cd-7d9ffe3770d2
2019-10-01 04:32:17 UTC,purchase,13200388,2053013557192163841,furniture.bedroom.bed,,59.98,542712850,dc472c7b-b328-4dfd-b958-4e1447a7e6b3
2019-10-01 05:10:26 UTC,purchase,13200969,2053013557192163841,furniture.bedroom.bed,bts,102.94,534161989,d399c7c5-f432-41aa-ab35-ce0efbeb5cea
2019-10-01 05:37:29 UTC,purchase,13201206,2053013557192163841,furniture.bedroom.bed,,424.72,513049014,2825dd55-e623-4b3e-854d-c62b077de504
2019-10-01 05:39:20 UTC,purchase,7100182,2053013555464110485,furniture.bedroom.bed,,136.4,516467030,59443c63-1c5a-4e17-b16a-a281e24fd9ce
2019-10-01 06:02:01 UTC,purchase,13200941,2053013557192163841,furniture.bedroom.bed,sv,257.15,555504690,c76198aa-29b8-4099-a766-5d9180ab293e
2019-10-01 06:10:09 UTC,purchase,7100889,2053013555464110485,furniture.bedroom.bed,,136.4,555505471,9604fe3e-2e7f-431b-95e4-1676da190f1d
2019-10-01 06:16:04 UTC,purchase,13200013,2053013557192163841,furniture.bedroom.bed,sv,141.32,544267879,cf2b4f7f-ac77-44d0-8871-19eb585dfc35
2019-10-01 06:20:51 UTC,purchase,7102035,2053013555464110485,furniture.bedroom.bed,joie,119.69,518731886,d204aa33-9734-499f-88d6-df843a332c28
2019-10-01 06:32:37 UTC,purchase,7101640,2053013555464110485,furniture.bedroom.bed,,202.06,516787693,4cfa9d1f-faec-4aff-b309-7b07c36a7f1d
2019-10-01 07:23:39 UTC,purchase,7100182,2053013555464110485,furniture.bedroom.bed,,136.4,530283338,f4724178-31a2-4b7d-a2b9-3d1e437ec4de
2019-10-01 07:44:44 UTC,purchase,13200056,2053013557192163841,furniture.bedroom.bed,,169.86,536460023,280c6ec0-c769-4bad-9a82-d7b8707b3262
2019-10-01 08:13:26 UTC,purchase,13201002,2053013557192163841,furniture.bedroom.bed,,161.91,552609657,7ffa7095-d047-4f46-a279-086bd3516af8
